id	name	sumary	desciption	rating	reviewCount	popularity	tags	openTime	closeTime	priceVND	houseNumber	street	   ward	district	city	Tọa độ	URL	phone	Img name	dwell	Img url
104	Quảng trường Thanh Niên	Điểm vui chơi công cộng sầm uất.	Không gian rộng lớn diễn ra các sự kiện văn hóa và là nơi vui chơi giải trí về đêm của giới trẻ.	4.3	1600	76	Giải trí	00:00	23:59	0	NULL	Trần Hưng Đạo	Phường 5	TP. Cà Mau	Cà Mau	9.186948832803708, 105.16767302542611	https://maps.app.goo.gl/D6P2bgHS7tgoz5e99	NULL	quang-truong-thanh-nien.jpg	45	https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcRQe1Uwa4zUUA_0_Mc88WN5m23vMdI4akzs6nLC0Yh6REzQKc4JU90-lu6NkVea
105	Di tích Bến Vàm Lũng	Điểm cuối đường Hồ Chí Minh trên biển.	Bến cảng bí mật tiếp nhận vũ khí từ những con tàu Không số huyền thoại chi viện cho miền Nam.	4.6	500	68	Lịch sử	07:00	17:00	0	NULL	Rạch Chùm Gọng	Xã Tân Ân	H. Ngọc Hiển	Cà Mau	8.65726972993624, 105.06021624057888	https://maps.app.goo.gl/gXruspXQZCAri2887	NULL	ben-vam-lung.jpg	60	https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcSxShml9b4wasCRar7Oadb8cmJhrAsrGdaPZ1UTZfQOxC_dK4KoT3Rxi-JEx7c_
106	Rừng U Minh Hạ	Rừng tràm trên đất than bùn.	Khu dự trữ sinh quyển thế giới với đặc sản gác kèo ong, lẩu mắm và hệ sinh thái đất ngập nước đặc trưng.	4.5	2800	92	Sinh thái	07:00	17:00	40000	NULL	Ấp Vồ Dơi	Xã Trần Hợi	H. Trần Văn Thời	Cà Mau	9.198707598863654, 104.96123634193376	https://maps.app.goo.gl/a7xBkCNpHDnqBCBk7	2903910020	rung-u-minh-ha.jpg	150	https://encrypted-tbn2.gstatic.com/licensed-image?q=tbn:ANd9GcS-W0Tcmpp2bVGpauLhGFUgK6uAntojrNn3vX5NukEjh7SbVkGSk7jqZQmbVRNWx3-q9ZMh5fJc7tTHIfSzk__qxE0w_vs7ynp4oHq6EdhUcJT5Hx8
107	Đầm Thị Tường	Biển hồ giữa đồng bằng.	Đầm nước lợ tự nhiên lớn nhất miền Tây, nơi trải nghiệm cuộc sống ngư dân và thưởng thức hải sản tươi ngon.	4.4	1500	82	Sinh thái	06:00	18:00	0	NULL	Sông Đốc	Xã Phong Lạc	H. Trần Văn Thời	Cà Mau	9.009953417663002, 104.91557432060988	https://maps.app.goo.gl/Sj5Vz6MfN2eUcso56	NULL	dam-thi-tuong.jpg	120	https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcTvdvJ12nsJ5sXjI6YPi8EzXXLxXVkKh0_bStTZ2uFZEa9ou_N4qvl0BtHPqglQ
108	Vườn dâu Cái Tàu	Vườn dâu vàng sai trĩu quả.	Xứ sở của loại dâu vàng vỏ mỏng, vị chua ngọt thanh mát, du khách đi xuồng và hái dâu tại vườn.	4.1	1100	75	Sinh thái	07:00	17:00	20000	NULL	Rạch Cái Tàu	Xã Nguyễn Phích	H. U Minh	Cà Mau	9.38510050014, 105.00585840985333	https://maps.app.goo.gl/Fgstn1mAxLpX7Q768	NULL	vuon-dau-cai-tau.jpg	90	https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcTONbSK7fRPUzK09kvm5YeETzv4ItIMv7oOy9j09S5_RQuHcN6kNO6WIxwYVUne
109	Mũi Cà Mau	Cực Nam thiêng liêng của Tổ quốc.	Nơi duy nhất trên đất liền ngắm được cả bình minh và hoàng hôn trên biển, check-in tọa độ GPS 0001.	4.5	7109	100	Tham quan	06:00	22:00	0	NULL	Đất Mũi	Xã Đất Mũi	Huyện Ngọc Hiển	Cà Mau	8.617448328519425, 104.72380902169752	https://maps.app.goo.gl/cnw33iniWUrt3bp39	02903526789	mui-ca-mau.jpg	180	https://encrypted-tbn2.gstatic.com/licensed-image?q=tbn:ANd9GcTRwHTgsdcrHDDbt_6mE3X5FZfSSI6PgAnBJNQSfSVi5s5XG4uAgzfg1l03YLYWJznaZJ2zI6GNVlglEMKlayzwlhv9EgrycumAEgQdUdVvLEsfASo
110	Hòn Đá Bạc	Tuyệt tác đá giữa biển khơi.	Cụm đảo đá granit xếp chồng độc đáo, có đền thờ Cá Ông và di tích lịch sử Kế hoạch CM12.	4.2	1900	88	Tham quan	07:00	17:00	20000	NULL	Ấp Kinh Hòn	Xã Khánh Bình Tây	H. Trần Văn Thời	Cà Mau	9.17902611792094, 104.8020039131261	https://maps.app.goo.gl/CmANVZDCjUPMsL2H9	NULL	hon-da-bac.jpg	120	https://encrypted-tbn1.gstatic.com/licensed-image?q=tbn:ANd9GcSgk9WGO9z8kgcU_xV1KYDCQe8EkksISkEodsToHJCznCOJpdcBFbP6FpXRkwLbFR8gCU50DVOMe_XWUzeKbbMu4Tv1WNc1zgqzxqnIkCKGdhWBEEQ
111	Chùa Monivongsa Bopharam	Kiến trúc Angkor lộng lẫy giữa phố.	Ngôi chùa Khmer lớn nhất Cà Mau với màu vàng rực rỡ và các phù điêu chạm khắc tinh xảo.	4.6	1200	84	Tôn giáo	06:00	18:00	0	NULL	Hùng Vương	Phường 1	TP. Cà Mau	Cà Mau	9.181155188100549, 105.14120479270302	https://maps.app.goo.gl/jgjgDF3HtVajytSg8	NULL	chua-monivongsa.jpg	45	https://encrypted-tbn3.gstatic.com/licensed-image?q=tbn:ANd9GcTY-dKrnuWH-eWyEq3UVXvPpqYeHppwJp3pic1u5PH_OKBIvIiIuKYGBvfSh0ZFnqaa1-063pXuCRGMXPEOVdD1qOtyw_0paLuXKZDiqhY17lENAo0
112	Chùa Bà Thiên Hậu	Hội quán người Hoa cổ kính.	Ngôi chùa kiến trúc Hoa đặc sắc, trung tâm tín ngưỡng và văn hóa của cộng đồng người Hoa tại Cà Mau.	4.5	1400	74	Tôn giáo	06:00	18:00	0	68	Lê Lợi	Phường 2	TP. Cà Mau	Cà Mau	9.178030494973044, 105.1471370405832	https://maps.app.goo.gl/7AAj2rrv2AEWWrVb9	NULL	chua-ba-ca-mau.jpg	45	https://static.vinwonders.com/production/chua-ba-thien-hau-2.jpg
113	Chợ nổi Cà Mau	Nét văn hóa thương hồ sông nước.	Nơi giao thương hàng hóa trên sông Gành Hào, phản ánh đời sống bình dị của người dân miền Tây.	3.9	1100	70	Văn hóa	04:00	08:00	0	NULL	Sông Gành Hào	Phường 8	TP. Cà Mau	Cà Mau	9.160634321515074, 105.1556655747526	https://maps.app.goo.gl/k1mLaYWdN3hyY68E9	NULL	cho-noi-ca-mau.jpg	60	https://bizweb.dktcdn.net/100/006/093/files/cho-noi-ca-mau-1.jpg?v=1715571224877
114	Lò hủ tiếu Sáu Hoài	Nơi ra đời món Pizza hủ tiếu.	Làng nghề truyền thống làm hủ tiếu thủ công, du khách được trải nghiệm tráng bánh và thưởng thức đặc sản lạ miệng.	4.3	1500	82	Ẩm thực	06:00	18:00	0	476	Lộ Vòng Cung	Phường An Bình	Q. Ninh Kiều	Cần Thơ	9.997051165253282, 105.73997008194233	https://www.google.com/maps/place/Rice+Noodles+Pizza+Sau+Hoai/@9.9968719,105.7390623,18.27z/data=!4m6!3m5!1s0x31a089a6c4f364d9:0xc8222993ba282934!8m2!3d9.9969091!4d105.7397588!16s%2Fg%2F11f2njt_77?entry=ttu&g_ep=EgoyMDI1MTEyMy4xIKXMDSoASAFQAw%3D%3D	913123456	lo-hu-tieu-sau-hoai.jpg	60	https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQk72saRpgVorsBFtfzdV44vlV0aCiCGdUZtfSncIQk_TTzFUGom8gnGcMOl3Gv
115	Bảo tàng Cần Thơ	Nơi lưu giữ lịch sử Tây Đô.	Trưng bày hiện vật về văn hóa 3 dân tộc Kinh - Hoa - Khmer và lịch sử hình thành vùng đất Cần Thơ.	4.2	900	78	Bảo tàng	08:00	17:00	0	1	Đại lộ Hòa Bình	Phường Tân An	Q. Ninh Kiều	Cần Thơ	10.035211210508848, 105.78689687569717	https://www.google.com/maps/place/Can+Tho+Museum/@10.0351659,105.7866285,19.29z/data=!4m6!3m5!1s0x31a062a19e7490d9:0x18ec0e2c1d05239b!8m2!3d10.0351656!4d105.7868157!16s%2Fm%2F05mts8c?entry=ttu&g_ep=EgoyMDI1MTEyMy4xIKXMDSoASAFQAw%3D%3D	NULL	bao-tang-can-tho.jpg	60	https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcSxTiXDbrRAz2eNqfpxDmtA6EyQKfEdoSuM7WTVA_QF9TkmQ9ce2IhQ_esy6VFK
116	Cầu đi bộ Cần Thơ (Cầu Tình Yêu)	Điểm đi dạo lãng mạn về đêm.	Cầu đi bộ uốn lượn nối bến Ninh Kiều với cồn Cái Khế, trang trí đèn LED hình bông sen lung linh huyền ảo.	4.4	3000	92	Check-in	00:00	23:59	0	NULL	Hai Bà Trưng	Phường Tân An	Q. Ninh Kiều	Cần Thơ	10.037112374219907, 105.79130842492086	https://www.google.com/maps/place/Can+Tho+Love+Bridge/@10.0370853,105.791182,21z/data=!4m6!3m5!1s0x31a06300230b4cd3:0x509ca5c25ce87a15!8m2!3d10.0370957!4d105.7912759!16s%2Fg%2F11w4r8j02w?entry=ttu&g_ep=EgoyMDI1MTEyMy4xIKXMDSoASAFQAw%3D%3D	NULL	cau-di-bo-can-tho.jpg	45	https://encrypted-tbn0.gstatic.com/licensed-image?q=tbn:ANd9GcTZ3lvxasyzSvAksLbRR7IdPzeObEI436V57uy61MrastZneUQ24NMEU17ZGqkpqKmRfJZ7cKlKDF6PRjg9sB1HcZoBSMDmWU9c3nRJ_Nni4VSejeQ
117	Nhà cổ Bình Thủy	Ngôi nhà cổ đẹp nhất Tây Đô.	Biệt thự cổ giao thoa kiến trúc Đông - Tây, bối cảnh phim "Người Tình", lưu giữ nhiều cổ vật giá trị.	4.3	675	95	Di tích	08:00	18:00	20000	142/144	Bùi Hữu Nghĩa	Phường Bình Thủy	Q. Bình Thủy	Cần Thơ	10.06721609937173, 105.74963091228864	https://maps.app.goo.gl/Si6SdNJkdjFVCgtC8	0944636566	nha-co-binh-thuy.jpg	60	https://encrypted-tbn1.gstatic.com/licensed-image?q=tbn:ANd9GcTyoNfDHx21Iw3NyUPdPBfLZ8X2XkDjJtRoaUUTkyL7_byWVOZXtMegDqU5c1rRMOhpMlmpZEJzNJvUlKXGQAGigm543sSgOTAMeLlp4GRTjeAxM7g
118	Chùa Ông (Quảng Triệu Hội Quán)	Ngôi chùa người Hoa rực rỡ sắc màu.	Kiến trúc Trung Hoa tiêu biểu với màu đỏ chủ đạo, nhang vòng và các họa tiết trang trí tinh xảo, nằm ngay bến Ninh Kiều.	4.5	2200	84	Di tích	07:00	17:00	0	32	Hai Bà Trưng	Phường Tân An	Q. Ninh Kiều	Cần Thơ	10.034239449869808, 105.78856798724236	https://www.google.com/maps/place/Ch%C3%B9a+%C3%94ng+C%E1%BA%A7n+Th%C6%A1+(+Qu%E1%BA%A3ng+Tri%E1%BB%87u+H%E1%BB%99i+Qu%C3%A1n+)/@10.0342677,105.7883565,19.17z/data=!4m10!1m2!2m1!1zQ2jDuWEgw5RuZyAoUXXhuqNuZyBUcmnhu4d1IEjhu5lpIFF1w6FuKQ!3m6!1s0x31a0629e9e0072c5:0x45ff04519813c779!8m2!3d10.0341908!4d105.7884804!15sCihDaMO5YSDDlG5nIChRdeG6o25nIFRyaeG7h3UgSOG7mWkgUXXDoW4pWigiJmNow7lhIMO0bmcgcXXhuqNuZyB0cmnhu4d1IGjhu5lpIHF1w6FukgEQcGxhY2Vfb2Zfd29yc2hpcOABAA!16s%2Fg%2F1269n12wr?entry=ttu&g_ep=EgoyMDI1MTEyMy4xIKXMDSoASAFQAw%3D%3D	NULL	chua-ong-can-tho.jpg	45	https://encrypted-tbn2.gstatic.com/licensed-image?q=tbn:ANd9GcRj67xls0ONeP7cbEGuzvuZ_2e2khiHYlAgcpzUgqaoVtGlWAMFirSsT1D2CJMy2FvLi9F9YPP9_jWrW4SxGxxOedpJ3A5vcgg5XhhE6IFIZGIbpPw
119	KDL Mỹ Khánh	Làng du lịch đậm chất Nam Bộ.	Tổ hợp vui chơi giải trí với đua heo, đua chó, tham quan nhà cổ, vườn trái cây và thưởng thức ẩm thực.	4.1	3500	93	Giải trí	07:00	17:00	70000	335	Lộ Vòng Cung	Xã Mỹ Khánh	H. Phong Điền	Cần Thơ	9.990658872871029, 105.70621245959238	https://www.google.com/maps/place/My+Khanh+Tourist+Village/@9.9905968,105.7060608,20.57z/data=!4m6!3m5!1s0x31a089ae6c592dbb:0x5475c9775633f9fe!8m2!3d9.9906359!4d105.7062033!16s%2Fg%2F1td_w2gr?entry=ttu&g_ep=EgoyMDI1MTEyMy4xIKXMDSoASAFQAw%3D%3D	2923846260	kdl-my-khanh.jpg	180	https://encrypted-tbn3.gstatic.com/licensed-image?q=tbn:ANd9GcQp6rjhTEDRwaSJGIWao8W1J9XzaIkQTpJYK9FItWR-DPLaYuW63z_tiXLPwcREl-C7ulJF72q8E7ITwafsO3vQxoZKcoY4TRzpXgav8lLCoxDTtow
120	Vườn cò Bằng Lăng	Sân chim tự nhiên lớn nhất ĐBSCL.	Khu vườn rộng lớn là nơi cư trú của hàng vạn con cò, đẹp nhất vào lúc sáng sớm hoặc chiều tà khi cò về tổ.	4.3	1200	85	Sinh thái	06:00	18:00	20000	NULL	QL91	Xã Thới Thuận	H. Thốt Nốt	Cần Thơ	10.281571348836266, 105.50558768486019	https://www.google.com/maps/place/Bang+Lang+Stork+Sanctuary/@10.2815649,105.5050563,19.29z/data=!4m6!3m5!1s0x310a767e831c7399:0xf1d584c069d473eb!8m2!3d10.2815267!4d105.5055181!16s%2Fg%2F12qg3lr10?entry=ttu&g_ep=EgoyMDI1MTEyMy4xIKXMDSoASAFQAw%3D%3D	NULL	vuon-co-bang-lang.jpg	90	https://encrypted-tbn1.gstatic.com/licensed-image?q=tbn:ANd9GcSwXE7ymQJdLCQkAORnfWMCO_SDCgBpIHDC-02mVf6eMd2j-7W-4YsC5C8GcKvQsQFNJzLii3IDC62jdToSVKOs8zd8TOx3AoWUjL1u8V6z666dTbs
121	Cồn Sơn	Du lịch cộng đồng giữa sông Hậu.	Nổi tiếng với mô hình du lịch dân dã: cá lóc bay, làm bánh dân gian và vườn trái cây sai trĩu quả.	4.4	1800	87	Sinh thái	07:00	17:00	0	NULL	Bùi Hữu Nghĩa	Phường Bùi Hữu Nghĩa	Q. Bình Thủy	Cần Thơ	10.087266911533842, 105.74537340579128	https://www.google.com/maps/place/Cu+Lao+Linh/@10.0871023,105.7454137,19.82z/data=!4m6!3m5!1s0x31a087bbb32d1e25:0x1aee3d1ae96fb968!8m2!3d10.087256!4d105.7453864!16s%2Fg%2F11btn1drgb?entry=ttu&g_ep=EgoyMDI1MTEyMy4xIKXMDSoASAFQAw%3D%3D	NULL	con-son-can-tho.jpg	180	https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcSXw9Dn6V9J4cut0FJdqY4Y0p5WNC665a5JALA5sk3WWZEBjOSoZUUoS2TJRfJ-
122	Bến Ninh Kiều	Biểu tượng của thành phố Cần Thơ.	Công viên đi bộ ven sông Hậu, sầm uất về đêm với du thuyền, chợ đêm và tượng đài Bác Hồ uy nghi.	4.6	8000	98	Tham quan	00:00	23:59	0	NULL	Hai Bà Trưng	Phường Tân An	Q. Ninh Kiều	Cần Thơ	10.032398792140416, 105.78828326875418	https://www.google.com/maps/place/Ninh+Kieu+Wharf/@10.0322006,105.7877016,19.04z/data=!4m6!3m5!1s0x31a06298aae43e71:0xc6a64bdac582285d!8m2!3d10.0322715!4d105.7882308!16s%2Fg%2F11_ygvs77?entry=ttu&g_ep=EgoyMDI1MTEyMy4xIKXMDSoASAFQAw%3D%3D	NULL	ben-ninh-kieu.jpg	60	https://encrypted-tbn1.gstatic.com/licensed-image?q=tbn:ANd9GcTyoNfDHx21Iw3NyUPdPBfLZ8X2XkDjJtRoaUUTkyL7_byWVOZXtMegDqU5c1rRMOhpMlmpZEJzNJvUlKXGQAGigm543sSgOTAMeLlp4GRTjeAxM7g
123	Thiền viện Trúc Lâm Phương Nam	Thiền viện lớn nhất miền Tây.	Kiến trúc Phật giáo thời Lý - Trần với gỗ lim quý, không gian thanh tịnh, rộng lớn và hồ sen đẹp mắt.	4.7	2500	89	Tôn giáo	07:00	18:00	0	NULL	TL 923	Xã Mỹ Khánh	H. Phong Điền	Cần Thơ	9.990645405530094, 105.704840496115	https://www.google.com/maps/search/Thi%E1%BB%81n+vi%E1%BB%87n+Tr%C3%BAc+L%C3%A2m+Ph%C6%B0%C6%A1ng+Nam/@9.9904519,105.7039064,18.78z?entry=ttu&g_ep=EgoyMDI1MTEyMy4xIKXMDSoASAFQAw%3D%3D	NULL	thien-vien-truc-lam-phuong-nam.jpg	60	https://encrypted-tbn1.gstatic.com/licensed-image?q=tbn:ANd9GcTGOX3ATZ8SfBf5YNP0_to8WgXtEic5pR_X2RgfO7kcASUzKAAUIRIB0MDyOtzrjs8ANe1BH4UjGgka4HI82ZJgMxsOKyEjJOcpCVtql4dNThrKJXw
124	Chợ nổi Cái Răng	Di sản văn hóa chợ nổi sầm uất nhất.	Chợ đầu mối nông sản trên sông, đặc trưng với "cây bẹo" và trải nghiệm ăn sáng bún riêu lênh đênh sóng nước.	4.3	1987	100	Văn hóa	05:00	09:00	0	46	Hai Bà Trưng	Phường Tân An	Q. Ninh Kiều	Cần Thơ	10.00513615029891, 105.74609033797789	https://maps.app.goo.gl/iwM9KzfXJ4r68FUY9	NULL	cho-noi-cai-rang.jpg	120	https://encrypted-tbn0.gstatic.com/licensed-image?q=tbn:ANd9GcT9FRN8yhGbqU4MIJcoMXqzk8gKuMpBmGPTdmigv_qC1XMk-XieFXWsenHe12oy2nkLC_-S-aU2SpS2u1ImwWng3Y8q6-yQOtJB8VIR6V02ypo0Dao
125	Làng bưởi Tân Triều	Thủ phủ bưởi đường lá cam.	Làng nghề trồng bưởi nổi tiếng, nơi du khách thưởng thức gọi bưởi, rượu bưởi và gà hấp bưởi ngon trứ danh.	4.3	1600	82	Ẩm thực	07:00	21:00	0	NULL	Hương Lộ 9	Xã Tân Bình	H. Vĩnh Cửu	Đồng Nai	10.996448978989633, 106.78636421264522	https://www.google.com/maps/place/L%C3%A0ng+b%C6%B0%E1%BB%9Fi+N%C4%83m+Hu%E1%BB%87+T%C3%A2n+Tri%E1%BB%81u/@10.9960358,106.7863577,19.04z/data=!4m6!3m5!1s0x3174dba42f62fb5b:0x6fbcedcdb2bc94f!8m2!3d10.9964084!4d106.786293!16s%2Fg%2F119x0y_tt?entry=ttu&g_ep=EgoyMDI1MTEyMy4xIKXMDSoASAFQAw%3D%3D	NULL	lang-buoi-tan-trieu.jpg	90	https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTWRl69s0HUrdKLeq69DdSkScIIidCk89uZfmYxDMVZkbpmivKwcB4AaH-1gX0F
126	Hồ Trị An (Bãi Cắm Trại)	Địa điểm camping hot nhất Đồng Nai.	Hồ nước nhân tạo rộng lớn, bãi cỏ xanh mướt ven hồ là nơi lý tưởng để cắm trại, chèo SUP và ngắm hoàng hôn.	4.5	2200	95	Cắm trại	00:00	23:59	0	NULL	Mã Đà	Xã Mã Đà	H. Vĩnh Cửu	Đồng Nai	11.105131196627212, 107.05941938208863	https://maps.app.goo.gl/7mm5rsGTtbPCwgE6A	NULL	ho-tri-an.jpg	120	https://encrypted-tbn1.gstatic.com/licensed-image?q=tbn:ANd9GcT0cIaG3mDLO2wJ10nOkct0AfL04PXefSgOlzfrI_RONdHogkwevaNxsH3-hxL1Aq_8V-D-SieHZciK_fvqYl1zux-_6s9V7jY36kQw_fB-5A_jF_4
127	Đá Ba Chồng	Tuyệt tác đá xếp chồng kỳ thú.	Ba tảng đá khổng lồ nằm chồng lên nhau chênh vênh ven quốc lộ 20, là thắng cảnh thiên nhiên độc đáo.	4.2	1100	78	Check-in	00:00	23:59	0	NULL	QL20	TT. Định Quán	H. Định Quán	Đồng Nai	11.190866899401737, 107.34838335467002	https://www.google.com/maps/place/%C4%90%C3%A1+Ba+Ch%E1%BB%93ng/@11.1907938,107.3482771,19.29z/data=!4m6!3m5!1s0x31746083063a5095:0x16ce054c6aa33e6c!8m2!3d11.1908265!4d107.3483458!16s%2Fg%2F11b6vg_fxl?entry=ttu&g_ep=EgoyMDI1MTEyMy4xIKXMDSoASAFQAw%3D%3D	NULL	da-ba-chong.jpg	30	https://encrypted-tbn3.gstatic.com/licensed-image?q=tbn:ANd9GcQd_HbEF9-Mc6GhhCsxUYDhvf2SE7Y_uJb7seJb2TlrRsfi0F_gCSc7PlKBnadb1LcVKFn2yYN3QQLwoO6oFWlh5v-dS1jdLufwMly-ujxTsprQe6w
128	Văn miếu Trấn Biên	Văn miếu đầu tiên ở Đàng Trong.	Công trình kiến trúc Nho giáo uy nghiêm, biểu tượng cho truyền thống hiếu học và văn hóa của vùng đất Đồng Nai.	4.6	1800	85	Di tích	07:00	17:00	0	NULL	Chu Văn An	Phường Bửu Long	TP. Biên Hòa	Đồng Nai	10.964814291136074, 106.80162021681036	https://www.google.com/maps/place/Tran+Bien+Temple+of+Literature/@10.964597,106.8012883,19.29z/data=!4m6!3m5!1s0x3174dbe46b174507:0x32366e1a58de2fb2!8m2!3d10.964777!4d106.8015333!16s%2Fg%2F12dpx1sgx?entry=ttu&g_ep=EgoyMDI1MTEyMy4xIKXMDSoASAFQAw%3D%3D	NULL	van-mieu-tran-bien.jpg	60	https://encrypted-tbn3.gstatic.com/licensed-image?q=tbn:ANd9GcSfjkNulhO0kJzksU_lzswL2jlb1kjfVkQge4ZQvSBSklmy_KI0pVyFGJEwEc7l8uqJ4fB2zA3dArZAzq55wy9osdygbhiUofXlr6A_GHzjyaIwp9w
129	KDL Vườn Xoài	Khu vui chơi giải trí đa năng.	Sở thú bán hoang dã, trượt cỏ, chèo thuyền và nhiều trò chơi vận động hấp dẫn cho giới trẻ và gia đình.	4.1	3100	88	Giải trí	07:00	17:00	120000	537	Đinh Quang Ân	Phường Phước Tân	TP. Biên Hòa	Đồng Nai	10.914894525932867, 106.93658854220169	https://www.google.com/maps/place/Khu+du+l%E1%BB%8Bch+sinh+th%C3%A1i+V%C6%B0%E1%BB%9Dn+Xo%C3%A0i/@10.9147518,106.9356756,17.76z/data=!4m9!3m8!1s0x3174dfd96807fc69:0x7b0de9978d1f002e!5m2!4m1!1i2!8m2!3d10.9147502!4d106.9363732!16s%2Fg%2F11fjtm7w72?entry=ttu&g_ep=EgoyMDI1MTEyMy4xIKXMDSoASAFQAw%3D%3D	2513968163	kdl-vuon-xoai.jpg	240	https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRprnA--WIOoYLBrHOrtG9LaM00LVdBh3IEeLaxNob3YLB93_4D6QZ7NxSXca9A
130	KDL Bò Cạp Vàng	Vui chơi sông nước cực đã.	Nổi tiếng với các trò chơi vận động dưới nước, máng trượt, nhảy cầu phao và ẩm thực gà nướng niêu đất.	4.0	3500	94	Giải trí	07:00	17:00	60000	NULL	Hùng Vương	Xã Phước Khánh	H. Nhơn Trạch	Đồng Nai	10.658755888068866, 106.85629633563036	https://www.google.com/maps/place/Golden+Scorpion+Ecological+Tourist+Area/@10.6587038,106.8555743,18.78z/data=!4m6!3m5!1s0x31753ce4cb99da75:0x1c25aaba0592c4d4!8m2!3d10.6586852!4d106.856163!16s%2Fg%2F12vzpmvry?entry=ttu&g_ep=EgoyMDI1MTEyMy4xIKXMDSoASAFQAw%3D%3D	NULL	kdl-bo-cap-vang.jpg	180	https://encrypted-tbn3.gstatic.com/licensed-image?q=tbn:ANd9GcQY_Y_OLReP3mYhMO46taDd2OMEqek-JIxk-6AG70N4bfDQwSo5Bm38_zUiR8o0yWJ-9Rd_gzmfF9PQzgAFFKzQEzgxMUhl28U6wm-YvjllNeN5ubk
131	Núi Chứa Chan (Gia Lào)	Nóc nhà thứ hai của Nam Bộ.	Điểm hành hương và trekking nổi tiếng, có chùa Bửu Quang linh thiêng nằm lưng chừng núi và cây đa 3 gốc kỳ lạ.	4.4	2000	89	Leo núi	00:00	23:59	0	NULL	Xuân Trường	TT. Gia Ray	H. Xuân Lộc	Đồng Nai	10.937515736006882, 107.37692890754619	https://www.google.com/maps/place/N%C3%BAi+Ch%E1%BB%A9a+Chan/@10.9377648,107.3740596,16.83z/data=!4m6!3m5!1s0x317456b690bc2777:0xaa13297b05548a8!8m2!3d10.9373345!4d107.3766239!16s%2Fg%2F120k18g9?entry=ttu&g_ep=EgoyMDI1MTEyMy4xIKXMDSoASAFQAw%3D%3D	NULL	nui-chua-chan.jpg	240	https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQbAmmWY-ZsfbD8atBL9yG8SoTwtUmQnLaS-9Ea0aHDToRnJXV-X1UqKKDDfiy8
132	KDL Bửu Long	Vịnh Hạ Long thu nhỏ của Đồng Nai.	Khu du lịch với hồ Long Ẩn xanh biếc, vách đá dựng đứng và các công trình kiến trúc đẹp mắt.	4.2		88	Sinh thái	07:00	17:00	120000	NULL	Huỳnh Văn Nghệ	Phường Bửu Long	TP. Biên Hòa	Đồng Nai	10.96097101603361, 106.79085239417225	https://maps.app.goo.gl/kRqRFTuwE3neMa5VA	02513841179	kdl-buu-long.jpg	150	https://encrypted-tbn3.gstatic.com/licensed-image?q=tbn:ANd9GcSg9lP-ip_YRUktzIroMsCsUjTcULaRP51ef6hwS9Z_Ou0CM6nnmCDQsr9uqUfcg4MiI7-M41_2RZZ0eRj33xfSELJzz1rVczwzYo_i3MmEfUVAGZM
133	Thác Giang Điền	Đà Lạt của miền Đông.	Quần thể thác nước rộng lớn, cảnh quan thiên nhiên thoáng mát, thích hợp cho dã ngoại và tắm thác.	4.0	4200	91	Sinh thái	07:00	17:00	80000	104/4	KCN Giang Điền	Xã Giang Điền	H. Trảng Bom	Đồng Nai	10.9174206517972, 106.98837780574854	https://maps.app.goo.gl/GYHpqT64t6SkUHkV7	2513923930	thac-giang-dien.jpg	180	https://encrypted-tbn3.gstatic.com/licensed-image?q=tbn:ANd9GcTPu8L4IRYLFyiCt9iMWuLA8OZih93Qx5WG7feKWgf0k25pAyqlvgl_DJkS_EzpylVBZV00RXtjpzqipQJ3EMq905wdPiWyjYZP1s-TTXr_Wxeiq64
134	Thác Đá Hàn	Thác nước hoang sơ giữa vườn trái cây.	Nơi có ba dòng thác trắng xóa, không gian mát mẻ với vườn cây ăn trái bao quanh, thích hợp cắm trại trong ngày.	3.9	1500	75	Sinh thái	07:00	17:00	50000	NULL	Tổ 15 - Ấp 5	TT. Trảng Bom	H. Trảng Bom	Đồng Nai	10.989611267121141, 107.0147733077143	https://www.google.com/maps/place/Da+Han+waterfall/@10.9894693,107.014564,19.29z/data=!4m14!1m7!3m6!1s0x3174e67773e430d3:0x8d202388f639d6dc!2sDa+Han+waterfall!8m2!3d10.989564!4d107.014722!16s%2Fg%2F1s04w7z45!3m5!1s0x3174e67773e430d3:0x8d202388f639d6dc!8m2!3d10.989564!4d107.014722!16s%2Fg%2F1s04w7z45?entry=ttu&g_ep=EgoyMDI1MTEyMy4xIKXMDSoASAFQAw%3D%3D	NULL	thac-da-han.jpg	180	https://encrypted-tbn3.gstatic.com/licensed-image?q=tbn:ANd9GcT2CkB7IgfgG7qP6tetM3BCTY1aS4IIR4G8qGIw-pcwV1BicU1PTe_GzWugr0kQ4bFlqX8NsmBat2dz6k4r2a1agn8HL884bwKRKvCyF4-PhR5OxHk
